year_bucket	date_range	city_ancient	city_modern	country_modern	lat	lon	location_precision	ruling_empire_polity	ruling_subdivision	church_presence_status	church_planted_year_earliest_claim	church_planted_year_scholarly	church_planted_by	apostolic_origin_thread	key_figures	denomination_label_historic	modern_denom_mapping	council_context	evidence_notes_and_citations
0160	0160-0169	Samaria	Sebastiyah	Palestinian Territories	32.26970	35.19140	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Philip the Evangelist; Peter; John	Jerusalem/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Samaria church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250105.htm
0170	0170-0179	Samaria	Sebastiyah	Palestinian Territories	32.26970	35.19140	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Philip the Evangelist; Peter; John	Jerusalem/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Samaria church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250105.htm
0180	0180-0189	Samaria	Sebastiyah	Palestinian Territories	32.26970	35.19140	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Philip the Evangelist; Peter; John	Jerusalem/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Samaria church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250105.htm
0190	0190-0199	Samaria	Sebastiyah	Palestinian Territories	32.26970	35.19140	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Philip the Evangelist; Peter; John	Jerusalem/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Samaria church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0200	0200-0209	Samaria	Sebastiyah	Palestinian Territories	32.26970	35.19140	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Philip the Evangelist; Peter; John	Jerusalem/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Samaria church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0210	0210-0219	Samaria	Sebastiyah	Palestinian Territories	32.26970	35.19140	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Philip the Evangelist; Peter; John	Jerusalem/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Samaria church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0220	0220-0229	Samaria	Sebastiyah	Palestinian Territories	32.26970	35.19140	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Philip the Evangelist; Peter; John	Jerusalem/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Samaria church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0230	0230-0239	Samaria	Sebastiyah	Palestinian Territories	32.26970	35.19140	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Philip the Evangelist; Peter; John	Jerusalem/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Samaria church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0240	0240-0249	Samaria	Sebastiyah	Palestinian Territories	32.26970	35.19140	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Philip the Evangelist; Peter; John	Jerusalem/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Samaria church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0250	0250-0259	Samaria	Sebastiyah	Palestinian Territories	32.26970	35.19140	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Philip the Evangelist; Peter; John	Jerusalem/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Samaria church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0260	0260-0269	Samaria	Sebastiyah	Palestinian Territories	32.26970	35.19140	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Philip the Evangelist; Peter; John	Jerusalem/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Samaria church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0270	0270-0279	Samaria	Sebastiyah	Palestinian Territories	32.26970	35.19140	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Philip the Evangelist; Peter; John	Jerusalem/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Samaria church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0280	0280-0289	Samaria	Sebastiyah	Palestinian Territories	32.26970	35.19140	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Philip the Evangelist; Peter; John	Jerusalem/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Samaria church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0290	0290-0299	Samaria	Sebastiyah	Palestinian Territories	32.26970	35.19140	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Philip the Evangelist; Peter; John	Jerusalem/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Samaria church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0300	0300-0309	Samaria	Sebastiyah	Palestinian Territories	32.26970	35.19140	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Philip the Evangelist; Peter; John	Jerusalem/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Samaria church continues; Diocletian persecution. Evidence: General records. Citations: https://www.newadvent.org/fathers/250108.htm
0310	0310-0319	Samaria	Sebastiyah	Palestinian Territories	32.26970	35.19140	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Philip the Evangelist; Peter; John	Jerusalem/Apostolic	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Samaria church continues post-persecution. Evidence: General records. Citations: https://www.newadvent.org/fathers/250110.htm
0320	0320-0329	Samaria	Sebastiyah	Palestinian Territories	32.26970	35.19140	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Philip the Evangelist; Peter; John	Jerusalem/Apostolic	unnamed bishops	Nicene proto-orthodox	Eastern Orthodox; Catholic; multiple heirs	Nicaea I (325): affected	Summary: Bishop of Samaria area attends or is affected by Nicaea (325). Evidence: Nicaea records. Citations: https://www.britannica.com/event/First-Council-of-Nicaea-325
0330	0330-0339	Samaria	Sebastiyah	Palestinian Territories	32.26970	35.19140	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Philip the Evangelist; Peter; John	Jerusalem/Apostolic	unnamed bishops	Nicene proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Samaria church attested. Evidence: General records. Citations: https://www.newadvent.org/fathers/2602.htm
0340	0340-0349	Samaria	Sebastiyah	Palestinian Territories	32.26970	35.19140	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Philip the Evangelist; Peter; John	Jerusalem/Apostolic	unnamed bishops	Nicene proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Samaria church attested. Evidence: General records. Citations: https://www.newadvent.org/fathers/2602.htm
0350	0350-0359	Samaria	Sebastiyah	Palestinian Territories	32.26970	35.19140	approx_city	Roman Empire	Syria Palaestina	attested	0036	0036	Philip the Evangelist; Peter; John	Jerusalem/Apostolic	unnamed bishops	Nicene proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Samaria church attested; Philip's mission to Samaria (Acts 8:5-25) is the first major missionary expansion beyond Jewish territory, inaugurating the evangelization of the Samaritans — a half-Jewish people despised by mainstream Jews. Evidence: Acts 8:4-25. Citations: https://biblehub.com/acts/8-5.htm
0040	0040-0049	Edessa	Şanlıurfa	Türkiye	37.15900	38.79690	approx_city	Parthian / Roman border	Osrhoene	claimed_tradition	0028	0100	Thaddaeus (Addai; trad.)	Apostolic/Syriac	Thaddaeus (Addai); King Abgar V (trad.)	Syriac Jewish Christian; proto-orthodox	Syriac Orthodox; Assyrian Church of the East; Catholic; multiple heirs		Summary: The Abgar Legend holds that King Abgar V of Edessa wrote to Jesus requesting healing and received a reply letter; after Jesus's death, the apostle Thaddaeus (Addai) is said to have come to heal and evangelize the king. Eusebius claims to have found the original Aramaic correspondence in the Edessene royal archives (Ecc. Hist. 1.13). The historical core is uncertain but Edessa has one of the oldest attested Christian communities east of the Euphrates. Evidence: Eusebius, Ecc. Hist. 1.13; Doctrina Addai. Citations: https://www.newadvent.org/fathers/250101.htm
0050	0050-0059	Edessa	Şanlıurfa	Türkiye	37.15900	38.79690	approx_city	Parthian / Roman border	Osrhoene	claimed_tradition	0028	0100	Thaddaeus (Addai; trad.)	Apostolic/Syriac	Addai; Aggai	Syriac Jewish Christian; proto-orthodox	Syriac Orthodox; Assyrian Church of the East; Catholic; multiple heirs		Summary: Edessa church early but dates uncertain; tradition holds Addai founds the church and his successor Aggai continues the work. Evidence: Doctrina Addai; general records. Citations: https://www.newadvent.org/fathers/0808.htm
0060	0060-0069	Edessa	Şanlıurfa	Türkiye	37.15900	38.79690	approx_city	Parthian / Roman border	Osrhoene	claimed_tradition	0028	0100	Thaddaeus (Addai; trad.)	Apostolic/Syriac	Aggai; Palut	Syriac Jewish Christian; proto-orthodox	Syriac Orthodox; Assyrian Church of the East; Catholic; multiple heirs		Summary: Edessa church continues; Palut (Paluth) is later bishop c.200 AD. Evidence: General records. Citations: https://www.newadvent.org/fathers/0808.htm
0070	0070-0079	Edessa	Şanlıurfa	Türkiye	37.15900	38.79690	approx_city	Roman Empire	Osrhoene	claimed_tradition	0028	0100	Thaddaeus (Addai; trad.)	Apostolic/Syriac	unnamed bishops	proto-orthodox	Syriac Orthodox; Assyrian Church of the East; Catholic; multiple heirs		Summary: Edessa church continues; Osrhoene is sometimes tributary to Rome, sometimes to Parthia. Evidence: General records. Citations: https://www.newadvent.org/fathers/0808.htm
0080	0080-0089	Edessa	Şanlıurfa	Türkiye	37.15900	38.79690	approx_city	Roman Empire	Osrhoene	attested	0028	0100	Thaddaeus (Addai; trad.)	Apostolic/Syriac	unnamed bishops	Syriac proto-orthodox	Syriac Orthodox; Assyrian Church of the East; Catholic; multiple heirs		Summary: Edessa church attested; Bar Daisan (Bardesanes, 154-222 AD) is born here and becomes a major Syriac Christian poet and gnostic-influenced thinker. Evidence: General records. Citations: https://www.newadvent.org/fathers/0808.htm
0090	0090-0099	Edessa	Şanlıurfa	Türkiye	37.15900	38.79690	approx_city	Roman Empire	Osrhoene	attested	0028	0100	Thaddaeus (Addai; trad.)	Apostolic/Syriac	unnamed bishops	Syriac proto-orthodox	Syriac Orthodox; Assyrian Church of the East; Catholic; multiple heirs		Summary: Edessa church attested. Evidence: General records. Citations: https://www.newadvent.org/fathers/0808.htm
0100	0100-0109	Edessa	Şanlıurfa	Türkiye	37.15900	38.79690	approx_city	Roman Empire	Osrhoene	attested	0028	0100	Thaddaeus (Addai; trad.)	Apostolic/Syriac	unnamed bishops	Syriac proto-orthodox	Syriac Orthodox; Assyrian Church of the East; Catholic; multiple heirs		Summary: Edessa church attested; Bar Daisan (Bardesanes) is active here, writing Syriac Christian hymns and philosophical dialogues. Evidence: General records. Citations: https://www.newadvent.org/cathen/02292a.htm
0110	0110-0119	Edessa	Şanlıurfa	Türkiye	37.15900	38.79690	approx_city	Roman Empire	Osrhoene	attested	0028	0100	Thaddaeus (Addai; trad.)	Apostolic/Syriac	Bar Daisan (Bardesanes, 154-222 AD)	Syriac proto-orthodox; Bardesanite	Syriac Orthodox; Assyrian Church of the East; Catholic; multiple heirs		Summary: Edessa church attested; Bar Daisan (Bardesanes, 154-222 AD) is a major Syriac Christian poet who writes hymns, dialogues, and the Book of the Laws of Countries — a sophisticated defense of free will. Evidence: Eusebius, Ecc. Hist. 4.30. Citations: https://www.newadvent.org/cathen/02292a.htm
0120	0120-0129	Edessa	Şanlıurfa	Türkiye	37.15900	38.79690	approx_city	Roman Empire	Osrhoene	attested	0028	0100	Thaddaeus (Addai; trad.)	Apostolic/Syriac	Bar Daisan (Bardesanes)	Syriac proto-orthodox; Bardesanite	Syriac Orthodox; Assyrian Church of the East; Catholic; multiple heirs		Summary: Edessa church attested; Bar Daisan at court of Abgar VIII. Evidence: Eusebius, Ecc. Hist. 4.30. Citations: https://www.newadvent.org/cathen/02292a.htm
0130	0130-0139	Edessa	Şanlıurfa	Türkiye	37.15900	38.79690	approx_city	Roman Empire	Osrhoene	attested	0028	0100	Thaddaeus (Addai; trad.)	Apostolic/Syriac	Bar Daisan (Bardesanes); Abgar VIII (Christian king)	Syriac proto-orthodox; Bardesanite	Syriac Orthodox; Assyrian Church of the East; Catholic; multiple heirs		Summary: Edessa church attested; Abgar VIII (c.177-212 AD) is widely considered the first Christian king in history — the first monarch to formally adopt Christianity as his faith. Evidence: Chronicles of Edessa; Segal, 'Edessa: The Blessed City'. Citations: https://www.newadvent.org/cathen/05282a.htm
0140	0140-0149	Edessa	Şanlıurfa	Türkiye	37.15900	38.79690	approx_city	Roman Empire	Osrhoene	attested	0028	0100	Thaddaeus (Addai; trad.)	Apostolic/Syriac	Bar Daisan (d.222); Palut (bishop)	Syriac proto-orthodox	Syriac Orthodox; Assyrian Church of the East; Catholic; multiple heirs		Summary: Edessa church attested; Palut is bishop c.200 AD. Evidence: General records. Citations: https://www.newadvent.org/fathers/0808.htm
0150	0150-0159	Edessa	Şanlıurfa	Türkiye	37.15900	38.79690	approx_city	Roman Empire	Osrhoene	attested	0028	0100	Thaddaeus (Addai; trad.)	Apostolic/Syriac	unnamed bishops	Syriac proto-orthodox	Syriac Orthodox; Assyrian Church of the East; Catholic; multiple heirs		Summary: Edessa church attested; Tatian's Diatessaron (a gospel harmony in Syriac) becomes the standard gospel text in Edessa. Evidence: General records. Citations: https://www.newadvent.org/fathers/0808.htm
0160	0160-0169	Edessa	Şanlıurfa	Türkiye	37.15900	38.79690	approx_city	Roman Empire	Osrhoene	attested	0028	0100	Thaddaeus (Addai; trad.)	Apostolic/Syriac	unnamed bishops	Syriac proto-orthodox	Syriac Orthodox; Assyrian Church of the East; Catholic; multiple heirs		Summary: Edessa church attested; the Peshitta OT (Syriac translation) is associated with Edessa. Evidence: General records. Citations: https://www.newadvent.org/fathers/0808.htm
0170	0170-0179	Edessa	Şanlıurfa	Türkiye	37.15900	38.79690	approx_city	Roman Empire	Osrhoene	attested	0028	0100	Thaddaeus (Addai; trad.)	Apostolic/Syriac	unnamed bishops	Syriac proto-orthodox	Syriac Orthodox; Assyrian Church of the East; Catholic; multiple heirs		Summary: Edessa church attested. Evidence: General records. Citations: https://www.newadvent.org/fathers/0808.htm
0180	0180-0189	Edessa	Şanlıurfa	Türkiye	37.15900	38.79690	approx_city	Roman Empire	Osrhoene	attested	0028	0100	Thaddaeus (Addai; trad.)	Apostolic/Syriac	unnamed bishops	Syriac proto-orthodox	Syriac Orthodox; Assyrian Church of the East; Catholic; multiple heirs		Summary: Edessa church attested. Evidence: General records. Citations: https://www.newadvent.org/fathers/0808.htm
0190	0190-0199	Edessa	Şanlıurfa	Türkiye	37.15900	38.79690	approx_city	Roman Empire	Osrhoene	attested	0028	0100	Thaddaeus (Addai; trad.)	Apostolic/Syriac	unnamed bishops	Syriac proto-orthodox	Syriac Orthodox; Assyrian Church of the East; Catholic; multiple heirs		Summary: Edessa church attested. Evidence: General records. Citations: https://www.newadvent.org/fathers/0808.htm
0200	0200-0209	Edessa	Şanlıurfa	Türkiye	37.15900	38.79690	approx_city	Roman Empire	Osrhoene	attested	0028	0100	Thaddaeus (Addai; trad.)	Apostolic/Syriac	unnamed bishops	Syriac proto-orthodox	Syriac Orthodox; Assyrian Church of the East; Catholic; multiple heirs		Summary: Edessa church attested; the Acts of Thomas (early Syriac text) is likely composed here. Evidence: General records. Citations: https://www.newadvent.org/fathers/0808.htm
0210	0210-0219	Edessa	Şanlıurfa	Türkiye	37.15900	38.79690	approx_city	Roman Empire	Osrhoene	attested	0028	0100	Thaddaeus (Addai; trad.)	Apostolic/Syriac	unnamed bishops	Syriac proto-orthodox	Syriac Orthodox; Assyrian Church of the East; Catholic; multiple heirs		Summary: Edessa church attested. Evidence: General records. Citations: https://www.newadvent.org/fathers/0808.htm
